"id","statistic_yyy","site_id","birth_order","birth_sex","mother_age","birth_count"
11849,109,"臺中市石岡區","3胎","男","30～34歲",1
11850,109,"臺中市石岡區","3胎","男","35～39歲",0
11851,109,"臺中市石岡區","3胎","男","40～44歲",0
11852,109,"臺中市石岡區","3胎","男","45～49歲",0
11853,109,"臺中市石岡區","3胎","男","50歲以上",0
11854,109,"臺中市石岡區","4胎","男","未滿15歲",0
11855,109,"臺中市石岡區","4胎","男","15～19歲",0
11856,109,"臺中市石岡區","4胎","男","20～24歲",0
11857,109,"臺中市石岡區","4胎","男","25～29歲",0
11858,109,"臺中市石岡區","4胎","男","30～34歲",1
11859,109,"臺中市石岡區","4胎","男","35～39歲",3
11860,109,"臺中市石岡區","4胎","男","40～44歲",0
11861,109,"臺中市石岡區","4胎","男","45～49歲",0
11862,109,"臺中市石岡區","4胎","男","50歲以上",0
11863,109,"臺中市石岡區","5胎","男","未滿15歲",0
11864,109,"臺中市石岡區","5胎","男","15～19歲",0
11865,109,"臺中市石岡區","5胎","男","20～24歲",0
11866,109,"臺中市石岡區","5胎","男","25～29歲",0
11867,109,"臺中市石岡區","5胎","男","30～34歲",0
11868,109,"臺中市石岡區","5胎","男","35～39歲",0
11869,109,"臺中市石岡區","5胎","男","40～44歲",0
11870,109,"臺中市石岡區","5胎","男","45～49歲",0
11871,109,"臺中市石岡區","5胎","男","50歲以上",0
11872,109,"臺中市石岡區","6胎","男","未滿15歲",0
11873,109,"臺中市石岡區","6胎","男","15～19歲",0
11874,109,"臺中市石岡區","6胎","男","20～24歲",0
11875,109,"臺中市石岡區","6胎","男","25～29歲",0
11876,109,"臺中市石岡區","6胎","男","30～34歲",0
11877,109,"臺中市石岡區","6胎","男","35～39歲",0
11878,109,"臺中市石岡區","6胎","男","40～44歲",0
11879,109,"臺中市石岡區","6胎","男","45～49歲",0
11880,109,"臺中市石岡區","6胎","男","50歲以上",0
11881,109,"臺中市石岡區","7胎","男","未滿15歲",0
11882,109,"臺中市石岡區","7胎","男","15～19歲",0
11883,109,"臺中市石岡區","7胎","男","20～24歲",0
11884,109,"臺中市石岡區","7胎","男","25～29歲",0
11885,109,"臺中市石岡區","7胎","男","30～34歲",0
11886,109,"臺中市石岡區","7胎","男","35～39歲",0
11887,109,"臺中市石岡區","7胎","男","40～44歲",0
11888,109,"臺中市石岡區","7胎","男","45～49歲",0
11889,109,"臺中市石岡區","7胎","男","50歲以上",0
11890,109,"臺中市石岡區","8胎","男","未滿15歲",0
11891,109,"臺中市石岡區","8胎","男","15～19歲",0
11892,109,"臺中市石岡區","8胎","男","20～24歲",0
11893,109,"臺中市石岡區","8胎","男","25～29歲",0
11894,109,"臺中市石岡區","8胎","男","30～34歲",0
11895,109,"臺中市石岡區","8胎","男","35～39歲",0
11896,109,"臺中市石岡區","8胎","男","40～44歲",0
11897,109,"臺中市石岡區","8胎","男","45～49歲",0
11898,109,"臺中市石岡區","8胎","男","50歲以上",0
11899,109,"臺中市石岡區","9胎以上","男","未滿15歲",0
11900,109,"臺中市石岡區","9胎以上","男","15～19歲",0
11901,109,"臺中市石岡區","9胎以上","男","20～24歲",0
11902,109,"臺中市石岡區","9胎以上","男","25～29歲",0
11903,109,"臺中市石岡區","9胎以上","男","30～34歲",0
11904,109,"臺中市石岡區","9胎以上","男","35～39歲",0
11905,109,"臺中市石岡區","9胎以上","男","40～44歲",0
11906,109,"臺中市石岡區","9胎以上","男","45～49歲",0
11907,109,"臺中市石岡區","9胎以上","男","50歲以上",0
11908,109,"臺中市石岡區","1胎","女","未滿15歲",0
11909,109,"臺中市石岡區","1胎","女","15～19歲",1
11910,109,"臺中市石岡區","1胎","女","20～24歲",4
11911,109,"臺中市石岡區","1胎","女","25～29歲",4
11912,109,"臺中市石岡區","1胎","女","30～34歲",4
11913,109,"臺中市石岡區","1胎","女","35～39歲",3
11914,109,"臺中市石岡區","1胎","女","40～44歲",2
11915,109,"臺中市石岡區","1胎","女","45～49歲",0
11916,109,"臺中市石岡區","1胎","女","50歲以上",0
11917,109,"臺中市石岡區","2胎","女","未滿15歲",0
11918,109,"臺中市石岡區","2胎","女","15～19歲",0
11919,109,"臺中市石岡區","2胎","女","20～24歲",0
11920,109,"臺中市石岡區","2胎","女","25～29歲",2
11921,109,"臺中市石岡區","2胎","女","30～34歲",7
11922,109,"臺中市石岡區","2胎","女","35～39歲",1
11923,109,"臺中市石岡區","2胎","女","40～44歲",1
11924,109,"臺中市石岡區","2胎","女","45～49歲",0
11925,109,"臺中市石岡區","2胎","女","50歲以上",0
11926,109,"臺中市石岡區","3胎","女","未滿15歲",0
11927,109,"臺中市石岡區","3胎","女","15～19歲",0
11928,109,"臺中市石岡區","3胎","女","20～24歲",0
11929,109,"臺中市石岡區","3胎","女","25～29歲",1
11930,109,"臺中市石岡區","3胎","女","30～34歲",3
11931,109,"臺中市石岡區","3胎","女","35～39歲",3
11932,109,"臺中市石岡區","3胎","女","40～44歲",0
11933,109,"臺中市石岡區","3胎","女","45～49歲",0
11934,109,"臺中市石岡區","3胎","女","50歲以上",0
11935,109,"臺中市石岡區","4胎","女","未滿15歲",0
11936,109,"臺中市石岡區","4胎","女","15～19歲",0
11937,109,"臺中市石岡區","4胎","女","20～24歲",0
11938,109,"臺中市石岡區","4胎","女","25～29歲",0
11939,109,"臺中市石岡區","4胎","女","30～34歲",0
11940,109,"臺中市石岡區","4胎","女","35～39歲",1
11941,109,"臺中市石岡區","4胎","女","40～44歲",2
11942,109,"臺中市石岡區","4胎","女","45～49歲",0
11943,109,"臺中市石岡區","4胎","女","50歲以上",0
11944,109,"臺中市石岡區","5胎","女","未滿15歲",0
11945,109,"臺中市石岡區","5胎","女","15～19歲",0
11946,109,"臺中市石岡區","5胎","女","20～24歲",0
11947,109,"臺中市石岡區","5胎","女","25～29歲",0
11948,109,"臺中市石岡區","5胎","女","30～34歲",0
11949,109,"臺中市石岡區","5胎","女","35～39歲",0
11950,109,"臺中市石岡區","5胎","女","40～44歲",0
11951,109,"臺中市石岡區","5胎","女","45～49歲",0
11952,109,"臺中市石岡區","5胎","女","50歲以上",0
11953,109,"臺中市石岡區","6胎","女","未滿15歲",0
11954,109,"臺中市石岡區","6胎","女","15～19歲",0
11955,109,"臺中市石岡區","6胎","女","20～24歲",0
11956,109,"臺中市石岡區","6胎","女","25～29歲",0
11957,109,"臺中市石岡區","6胎","女","30～34歲",0
11958,109,"臺中市石岡區","6胎","女","35～39歲",0
11959,109,"臺中市石岡區","6胎","女","40～44歲",0
11960,109,"臺中市石岡區","6胎","女","45～49歲",0
11961,109,"臺中市石岡區","6胎","女","50歲以上",0
11962,109,"臺中市石岡區","7胎","女","未滿15歲",0
11963,109,"臺中市石岡區","7胎","女","15～19歲",0
11964,109,"臺中市石岡區","7胎","女","20～24歲",0
11965,109,"臺中市石岡區","7胎","女","25～29歲",0
11966,109,"臺中市石岡區","7胎","女","30～34歲",0
11967,109,"臺中市石岡區","7胎","女","35～39歲",0
11968,109,"臺中市石岡區","7胎","女","40～44歲",0
11969,109,"臺中市石岡區","7胎","女","45～49歲",0
11970,109,"臺中市石岡區","7胎","女","50歲以上",0
11971,109,"臺中市石岡區","8胎","女","未滿15歲",0
11972,109,"臺中市石岡區","8胎","女","15～19歲",0
11973,109,"臺中市石岡區","8胎","女","20～24歲",0
11974,109,"臺中市石岡區","8胎","女","25～29歲",0
11975,109,"臺中市石岡區","8胎","女","30～34歲",0
11976,109,"臺中市石岡區","8胎","女","35～39歲",0
11977,109,"臺中市石岡區","8胎","女","40～44歲",0
11978,109,"臺中市石岡區","8胎","女","45～49歲",0
11979,109,"臺中市石岡區","8胎","女","50歲以上",0
11980,109,"臺中市石岡區","9胎以上","女","未滿15歲",0
11981,109,"臺中市石岡區","9胎以上","女","15～19歲",0
11982,109,"臺中市石岡區","9胎以上","女","20～24歲",0
11983,109,"臺中市石岡區","9胎以上","女","25～29歲",0
11984,109,"臺中市石岡區","9胎以上","女","30～34歲",0
11985,109,"臺中市石岡區","9胎以上","女","35～39歲",0
11986,109,"臺中市石岡區","9胎以上","女","40～44歲",0
11987,109,"臺中市石岡區","9胎以上","女","45～49歲",0
11988,109,"臺中市石岡區","9胎以上","女","50歲以上",0
11989,109,"臺中市外埔區","1胎","男","未滿15歲",0
11990,109,"臺中市外埔區","1胎","男","15～19歲",2
11991,109,"臺中市外埔區","1胎","男","20～24歲",9
11992,109,"臺中市外埔區","1胎","男","25～29歲",19
11993,109,"臺中市外埔區","1胎","男","30～34歲",19
11994,109,"臺中市外埔區","1胎","男","35～39歲",6
11995,109,"臺中市外埔區","1胎","男","40～44歲",1
11996,109,"臺中市外埔區","1胎","男","45～49歲",0
11997,109,"臺中市外埔區","1胎","男","50歲以上",0
11998,109,"臺中市外埔區","2胎","男","未滿15歲",0
11999,109,"臺中市外埔區","2胎","男","15～19歲",0
12000,109,"臺中市外埔區","2胎","男","20～24歲",9
12001,109,"臺中市外埔區","2胎","男","25～29歲",12
12002,109,"臺中市外埔區","2胎","男","30～34歲",19
12003,109,"臺中市外埔區","2胎","男","35～39歲",10
12004,109,"臺中市外埔區","2胎","男","40～44歲",1
12005,109,"臺中市外埔區","2胎","男","45～49歲",0
12006,109,"臺中市外埔區","2胎","男","50歲以上",0
12007,109,"臺中市外埔區","3胎","男","未滿15歲",0
12008,109,"臺中市外埔區","3胎","男","15～19歲",0
12009,109,"臺中市外埔區","3胎","男","20～24歲",2
12010,109,"臺中市外埔區","3胎","男","25～29歲",5
12011,109,"臺中市外埔區","3胎","男","30～34歲",4
12012,109,"臺中市外埔區","3胎","男","35～39歲",3
12013,109,"臺中市外埔區","3胎","男","40～44歲",0
12014,109,"臺中市外埔區","3胎","男","45～49歲",0
12015,109,"臺中市外埔區","3胎","男","50歲以上",0
12016,109,"臺中市外埔區","4胎","男","未滿15歲",0
12017,109,"臺中市外埔區","4胎","男","15～19歲",0
12018,109,"臺中市外埔區","4胎","男","20～24歲",0
12019,109,"臺中市外埔區","4胎","男","25～29歲",0
12020,109,"臺中市外埔區","4胎","男","30～34歲",1
12021,109,"臺中市外埔區","4胎","男","35～39歲",4
12022,109,"臺中市外埔區","4胎","男","40～44歲",0
12023,109,"臺中市外埔區","4胎","男","45～49歲",0
12024,109,"臺中市外埔區","4胎","男","50歲以上",0
12025,109,"臺中市外埔區","5胎","男","未滿15歲",0
12026,109,"臺中市外埔區","5胎","男","15～19歲",0
12027,109,"臺中市外埔區","5胎","男","20～24歲",0
12028,109,"臺中市外埔區","5胎","男","25～29歲",0
12029,109,"臺中市外埔區","5胎","男","30～34歲",0
12030,109,"臺中市外埔區","5胎","男","35～39歲",0
12031,109,"臺中市外埔區","5胎","男","40～44歲",0
12032,109,"臺中市外埔區","5胎","男","45～49歲",0
12033,109,"臺中市外埔區","5胎","男","50歲以上",0
12034,109,"臺中市外埔區","6胎","男","未滿15歲",0
12035,109,"臺中市外埔區","6胎","男","15～19歲",0
12036,109,"臺中市外埔區","6胎","男","20～24歲",0
12037,109,"臺中市外埔區","6胎","男","25～29歲",0
12038,109,"臺中市外埔區","6胎","男","30～34歲",0
12039,109,"臺中市外埔區","6胎","男","35～39歲",0
12040,109,"臺中市外埔區","6胎","男","40～44歲",0
12041,109,"臺中市外埔區","6胎","男","45～49歲",0
12042,109,"臺中市外埔區","6胎","男","50歲以上",0
12043,109,"臺中市外埔區","7胎","男","未滿15歲",0
12044,109,"臺中市外埔區","7胎","男","15～19歲",0
12045,109,"臺中市外埔區","7胎","男","20～24歲",0
12046,109,"臺中市外埔區","7胎","男","25～29歲",0
12047,109,"臺中市外埔區","7胎","男","30～34歲",0
12048,109,"臺中市外埔區","7胎","男","35～39歲",0
12049,109,"臺中市外埔區","7胎","男","40～44歲",0
12050,109,"臺中市外埔區","7胎","男","45～49歲",0
12051,109,"臺中市外埔區","7胎","男","50歲以上",0
12052,109,"臺中市外埔區","8胎","男","未滿15歲",0
12053,109,"臺中市外埔區","8胎","男","15～19歲",0
12054,109,"臺中市外埔區","8胎","男","20～24歲",0
12055,109,"臺中市外埔區","8胎","男","25～29歲",0
12056,109,"臺中市外埔區","8胎","男","30～34歲",0
12057,109,"臺中市外埔區","8胎","男","35～39歲",0
12058,109,"臺中市外埔區","8胎","男","40～44歲",0
12059,109,"臺中市外埔區","8胎","男","45～49歲",0
12060,109,"臺中市外埔區","8胎","男","50歲以上",0
12061,109,"臺中市外埔區","9胎以上","男","未滿15歲",0
12062,109,"臺中市外埔區","9胎以上","男","15～19歲",0
12063,109,"臺中市外埔區","9胎以上","男","20～24歲",0
12064,109,"臺中市外埔區","9胎以上","男","25～29歲",0
12065,109,"臺中市外埔區","9胎以上","男","30～34歲",0
12066,109,"臺中市外埔區","9胎以上","男","35～39歲",0
12067,109,"臺中市外埔區","9胎以上","男","40～44歲",0
12068,109,"臺中市外埔區","9胎以上","男","45～49歲",0
12069,109,"臺中市外埔區","9胎以上","男","50歲以上",0
12070,109,"臺中市外埔區","1胎","女","未滿15歲",0
12071,109,"臺中市外埔區","1胎","女","15～19歲",2
12072,109,"臺中市外埔區","1胎","女","20～24歲",13
12073,109,"臺中市外埔區","1胎","女","25～29歲",28
12074,109,"臺中市外埔區","1胎","女","30～34歲",16
12075,109,"臺中市外埔區","1胎","女","35～39歲",8
12076,109,"臺中市外埔區","1胎","女","40～44歲",1
12077,109,"臺中市外埔區","1胎","女","45～49歲",0
12078,109,"臺中市外埔區","1胎","女","50歲以上",0
12079,109,"臺中市外埔區","2胎","女","未滿15歲",0
12080,109,"臺中市外埔區","2胎","女","15～19歲",0
12081,109,"臺中市外埔區","2胎","女","20～24歲",6
12082,109,"臺中市外埔區","2胎","女","25～29歲",5
12083,109,"臺中市外埔區","2胎","女","30～34歲",12
12084,109,"臺中市外埔區","2胎","女","35～39歲",5
12085,109,"臺中市外埔區","2胎","女","40～44歲",1
12086,109,"臺中市外埔區","2胎","女","45～49歲",0
12087,109,"臺中市外埔區","2胎","女","50歲以上",0
12088,109,"臺中市外埔區","3胎","女","未滿15歲",0
12089,109,"臺中市外埔區","3胎","女","15～19歲",0
12090,109,"臺中市外埔區","3胎","女","20～24歲",0
12091,109,"臺中市外埔區","3胎","女","25～29歲",0
12092,109,"臺中市外埔區","3胎","女","30～34歲",3
12093,109,"臺中市外埔區","3胎","女","35～39歲",6
12094,109,"臺中市外埔區","3胎","女","40～44歲",4
12095,109,"臺中市外埔區","3胎","女","45～49歲",0
12096,109,"臺中市外埔區","3胎","女","50歲以上",0
12097,109,"臺中市外埔區","4胎","女","未滿15歲",0
12098,109,"臺中市外埔區","4胎","女","15～19歲",0
12099,109,"臺中市外埔區","4胎","女","20～24歲",0
12100,109,"臺中市外埔區","4胎","女","25～29歲",0
12101,109,"臺中市外埔區","4胎","女","30～34歲",0
12102,109,"臺中市外埔區","4胎","女","35～39歲",2
12103,109,"臺中市外埔區","4胎","女","40～44歲",0
12104,109,"臺中市外埔區","4胎","女","45～49歲",0
12105,109,"臺中市外埔區","4胎","女","50歲以上",0
12106,109,"臺中市外埔區","5胎","女","未滿15歲",0
12107,109,"臺中市外埔區","5胎","女","15～19歲",0
12108,109,"臺中市外埔區","5胎","女","20～24歲",0
12109,109,"臺中市外埔區","5胎","女","25～29歲",0
12110,109,"臺中市外埔區","5胎","女","30～34歲",0
12111,109,"臺中市外埔區","5胎","女","35～39歲",0
12112,109,"臺中市外埔區","5胎","女","40～44歲",0
12113,109,"臺中市外埔區","5胎","女","45～49歲",0
12114,109,"臺中市外埔區","5胎","女","50歲以上",0
12115,109,"臺中市外埔區","6胎","女","未滿15歲",0
12116,109,"臺中市外埔區","6胎","女","15～19歲",0
12117,109,"臺中市外埔區","6胎","女","20～24歲",0
12118,109,"臺中市外埔區","6胎","女","25～29歲",0
12119,109,"臺中市外埔區","6胎","女","30～34歲",0
12120,109,"臺中市外埔區","6胎","女","35～39歲",0
12121,109,"臺中市外埔區","6胎","女","40～44歲",0
12122,109,"臺中市外埔區","6胎","女","45～49歲",0
12123,109,"臺中市外埔區","6胎","女","50歲以上",0
12124,109,"臺中市外埔區","7胎","女","未滿15歲",0
12125,109,"臺中市外埔區","7胎","女","15～19歲",0
12126,109,"臺中市外埔區","7胎","女","20～24歲",0
12127,109,"臺中市外埔區","7胎","女","25～29歲",0
12128,109,"臺中市外埔區","7胎","女","30～34歲",1
12129,109,"臺中市外埔區","7胎","女","35～39歲",0
12130,109,"臺中市外埔區","7胎","女","40～44歲",0
12131,109,"臺中市外埔區","7胎","女","45～49歲",0
12132,109,"臺中市外埔區","7胎","女","50歲以上",0
12133,109,"臺中市外埔區","8胎","女","未滿15歲",0
12134,109,"臺中市外埔區","8胎","女","15～19歲",0
12135,109,"臺中市外埔區","8胎","女","20～24歲",0
12136,109,"臺中市外埔區","8胎","女","25～29歲",0
12137,109,"臺中市外埔區","8胎","女","30～34歲",0
12138,109,"臺中市外埔區","8胎","女","35～39歲",0
12139,109,"臺中市外埔區","8胎","女","40～44歲",0
12140,109,"臺中市外埔區","8胎","女","45～49歲",0
12141,109,"臺中市外埔區","8胎","女","50歲以上",0
12142,109,"臺中市外埔區","9胎以上","女","未滿15歲",0
12143,109,"臺中市外埔區","9胎以上","女","15～19歲",0
12144,109,"臺中市外埔區","9胎以上","女","20～24歲",0
12145,109,"臺中市外埔區","9胎以上","女","25～29歲",0
12146,109,"臺中市外埔區","9胎以上","女","30～34歲",0
12147,109,"臺中市外埔區","9胎以上","女","35～39歲",0
12148,109,"臺中市外埔區","9胎以上","女","40～44歲",0
12149,109,"臺中市外埔區","9胎以上","女","45～49歲",0
12150,109,"臺中市外埔區","9胎以上","女","50歲以上",0
12151,109,"臺中市大安區","1胎","男","未滿15歲",0
12152,109,"臺中市大安區","1胎","男","15～19歲",0
12153,109,"臺中市大安區","1胎","男","20～24歲",4
12154,109,"臺中市大安區","1胎","男","25～29歲",6
12155,109,"臺中市大安區","1胎","男","30～34歲",13
12156,109,"臺中市大安區","1胎","男","35～39歲",4
12157,109,"臺中市大安區","1胎","男","40～44歲",0
12158,109,"臺中市大安區","1胎","男","45～49歲",1
12159,109,"臺中市大安區","1胎","男","50歲以上",0
12160,109,"臺中市大安區","2胎","男","未滿15歲",0
12161,109,"臺中市大安區","2胎","男","15～19歲",0
12162,109,"臺中市大安區","2胎","男","20～24歲",2
12163,109,"臺中市大安區","2胎","男","25～29歲",10
12164,109,"臺中市大安區","2胎","男","30～34歲",11
12165,109,"臺中市大安區","2胎","男","35～39歲",2
12166,109,"臺中市大安區","2胎","男","40～44歲",0
12167,109,"臺中市大安區","2胎","男","45～49歲",0
12168,109,"臺中市大安區","2胎","男","50歲以上",0
12169,109,"臺中市大安區","3胎","男","未滿15歲",0
12170,109,"臺中市大安區","3胎","男","15～19歲",0
12171,109,"臺中市大安區","3胎","男","20～24歲",1
12172,109,"臺中市大安區","3胎","男","25～29歲",0
12173,109,"臺中市大安區","3胎","男","30～34歲",5
12174,109,"臺中市大安區","3胎","男","35～39歲",1
12175,109,"臺中市大安區","3胎","男","40～44歲",0
12176,109,"臺中市大安區","3胎","男","45～49歲",0
12177,109,"臺中市大安區","3胎","男","50歲以上",0
12178,109,"臺中市大安區","4胎","男","未滿15歲",0
12179,109,"臺中市大安區","4胎","男","15～19歲",0
12180,109,"臺中市大安區","4胎","男","20～24歲",0
12181,109,"臺中市大安區","4胎","男","25～29歲",0
12182,109,"臺中市大安區","4胎","男","30～34歲",2
12183,109,"臺中市大安區","4胎","男","35～39歲",1
12184,109,"臺中市大安區","4胎","男","40～44歲",0
12185,109,"臺中市大安區","4胎","男","45～49歲",0
12186,109,"臺中市大安區","4胎","男","50歲以上",0
12187,109,"臺中市大安區","5胎","男","未滿15歲",0
12188,109,"臺中市大安區","5胎","男","15～19歲",0
12189,109,"臺中市大安區","5胎","男","20～24歲",0
12190,109,"臺中市大安區","5胎","男","25～29歲",0
12191,109,"臺中市大安區","5胎","男","30～34歲",0
12192,109,"臺中市大安區","5胎","男","35～39歲",0
12193,109,"臺中市大安區","5胎","男","40～44歲",0
12194,109,"臺中市大安區","5胎","男","45～49歲",0
12195,109,"臺中市大安區","5胎","男","50歲以上",0
12196,109,"臺中市大安區","6胎","男","未滿15歲",0
12197,109,"臺中市大安區","6胎","男","15～19歲",0
12198,109,"臺中市大安區","6胎","男","20～24歲",0
12199,109,"臺中市大安區","6胎","男","25～29歲",0
12200,109,"臺中市大安區","6胎","男","30～34歲",0
12201,109,"臺中市大安區","6胎","男","35～39歲",0
12202,109,"臺中市大安區","6胎","男","40～44歲",0
12203,109,"臺中市大安區","6胎","男","45～49歲",0
12204,109,"臺中市大安區","6胎","男","50歲以上",0
12205,109,"臺中市大安區","7胎","男","未滿15歲",0
12206,109,"臺中市大安區","7胎","男","15～19歲",0
12207,109,"臺中市大安區","7胎","男","20～24歲",0
12208,109,"臺中市大安區","7胎","男","25～29歲",0
12209,109,"臺中市大安區","7胎","男","30～34歲",0
12210,109,"臺中市大安區","7胎","男","35～39歲",0
12211,109,"臺中市大安區","7胎","男","40～44歲",0
12212,109,"臺中市大安區","7胎","男","45～49歲",0
12213,109,"臺中市大安區","7胎","男","50歲以上",0
12214,109,"臺中市大安區","8胎","男","未滿15歲",0
12215,109,"臺中市大安區","8胎","男","15～19歲",0
12216,109,"臺中市大安區","8胎","男","20～24歲",0
12217,109,"臺中市大安區","8胎","男","25～29歲",0
12218,109,"臺中市大安區","8胎","男","30～34歲",0
12219,109,"臺中市大安區","8胎","男","35～39歲",0
12220,109,"臺中市大安區","8胎","男","40～44歲",0
12221,109,"臺中市大安區","8胎","男","45～49歲",0
12222,109,"臺中市大安區","8胎","男","50歲以上",0
12223,109,"臺中市大安區","9胎以上","男","未滿15歲",0
12224,109,"臺中市大安區","9胎以上","男","15～19歲",0
12225,109,"臺中市大安區","9胎以上","男","20～24歲",0
12226,109,"臺中市大安區","9胎以上","男","25～29歲",0
12227,109,"臺中市大安區","9胎以上","男","30～34歲",0
12228,109,"臺中市大安區","9胎以上","男","35～39歲",0
12229,109,"臺中市大安區","9胎以上","男","40～44歲",0
12230,109,"臺中市大安區","9胎以上","男","45～49歲",0
12231,109,"臺中市大安區","9胎以上","男","50歲以上",0
12232,109,"臺中市大安區","1胎","女","未滿15歲",0
12233,109,"臺中市大安區","1胎","女","15～19歲",0
12234,109,"臺中市大安區","1胎","女","20～24歲",2
12235,109,"臺中市大安區","1胎","女","25～29歲",7
12236,109,"臺中市大安區","1胎","女","30～34歲",4
12237,109,"臺中市大安區","1胎","女","35～39歲",3
12238,109,"臺中市大安區","1胎","女","40～44歲",1
12239,109,"臺中市大安區","1胎","女","45～49歲",0
12240,109,"臺中市大安區","1胎","女","50歲以上",0
12241,109,"臺中市大安區","2胎","女","未滿15歲",0
12242,109,"臺中市大安區","2胎","女","15～19歲",0
12243,109,"臺中市大安區","2胎","女","20～24歲",3
12244,109,"臺中市大安區","2胎","女","25～29歲",11
12245,109,"臺中市大安區","2胎","女","30～34歲",8
12246,109,"臺中市大安區","2胎","女","35～39歲",4
12247,109,"臺中市大安區","2胎","女","40～44歲",0
12248,109,"臺中市大安區","2胎","女","45～49歲",0
12249,109,"臺中市大安區","2胎","女","50歲以上",0
12250,109,"臺中市大安區","3胎","女","未滿15歲",0
12251,109,"臺中市大安區","3胎","女","15～19歲",0
12252,109,"臺中市大安區","3胎","女","20～24歲",0
12253,109,"臺中市大安區","3胎","女","25～29歲",2
12254,109,"臺中市大安區","3胎","女","30～34歲",2
12255,109,"臺中市大安區","3胎","女","35～39歲",0
12256,109,"臺中市大安區","3胎","女","40～44歲",1
12257,109,"臺中市大安區","3胎","女","45～49歲",0
12258,109,"臺中市大安區","3胎","女","50歲以上",0
12259,109,"臺中市大安區","4胎","女","未滿15歲",0
12260,109,"臺中市大安區","4胎","女","15～19歲",0
12261,109,"臺中市大安區","4胎","女","20～24歲",0
12262,109,"臺中市大安區","4胎","女","25～29歲",0
12263,109,"臺中市大安區","4胎","女","30～34歲",0
12264,109,"臺中市大安區","4胎","女","35～39歲",0
12265,109,"臺中市大安區","4胎","女","40～44歲",0
12266,109,"臺中市大安區","4胎","女","45～49歲",0
12267,109,"臺中市大安區","4胎","女","50歲以上",0
12268,109,"臺中市大安區","5胎","女","未滿15歲",0
12269,109,"臺中市大安區","5胎","女","15～19歲",0
12270,109,"臺中市大安區","5胎","女","20～24歲",0
12271,109,"臺中市大安區","5胎","女","25～29歲",1
12272,109,"臺中市大安區","5胎","女","30～34歲",0
12273,109,"臺中市大安區","5胎","女","35～39歲",0
12274,109,"臺中市大安區","5胎","女","40～44歲",0
12275,109,"臺中市大安區","5胎","女","45～49歲",0
12276,109,"臺中市大安區","5胎","女","50歲以上",0
12277,109,"臺中市大安區","6胎","女","未滿15歲",0
12278,109,"臺中市大安區","6胎","女","15～19歲",0
12279,109,"臺中市大安區","6胎","女","20～24歲",0
12280,109,"臺中市大安區","6胎","女","25～29歲",0
12281,109,"臺中市大安區","6胎","女","30～34歲",0
12282,109,"臺中市大安區","6胎","女","35～39歲",1
12283,109,"臺中市大安區","6胎","女","40～44歲",0
12284,109,"臺中市大安區","6胎","女","45～49歲",0
12285,109,"臺中市大安區","6胎","女","50歲以上",0
12286,109,"臺中市大安區","7胎","女","未滿15歲",0
12287,109,"臺中市大安區","7胎","女","15～19歲",0
12288,109,"臺中市大安區","7胎","女","20～24歲",0
12289,109,"臺中市大安區","7胎","女","25～29歲",0
12290,109,"臺中市大安區","7胎","女","30～34歲",0
12291,109,"臺中市大安區","7胎","女","35～39歲",0
12292,109,"臺中市大安區","7胎","女","40～44歲",0
12293,109,"臺中市大安區","7胎","女","45～49歲",0
12294,109,"臺中市大安區","7胎","女","50歲以上",0
12295,109,"臺中市大安區","8胎","女","未滿15歲",0
12296,109,"臺中市大安區","8胎","女","15～19歲",0
12297,109,"臺中市大安區","8胎","女","20～24歲",0
12298,109,"臺中市大安區","8胎","女","25～29歲",0
12299,109,"臺中市大安區","8胎","女","30～34歲",0
12300,109,"臺中市大安區","8胎","女","35～39歲",0
12301,109,"臺中市大安區","8胎","女","40～44歲",0
12302,109,"臺中市大安區","8胎","女","45～49歲",0
12303,109,"臺中市大安區","8胎","女","50歲以上",0
12304,109,"臺中市大安區","9胎以上","女","未滿15歲",0
12305,109,"臺中市大安區","9胎以上","女","15～19歲",0
12306,109,"臺中市大安區","9胎以上","女","20～24歲",0
12307,109,"臺中市大安區","9胎以上","女","25～29歲",0
12308,109,"臺中市大安區","9胎以上","女","30～34歲",0
12309,109,"臺中市大安區","9胎以上","女","35～39歲",0
12310,109,"臺中市大安區","9胎以上","女","40～44歲",0
12311,109,"臺中市大安區","9胎以上","女","45～49歲",0
12312,109,"臺中市大安區","9胎以上","女","50歲以上",0
12313,109,"臺中市烏日區","1胎","男","未滿15歲",0
12314,109,"臺中市烏日區","1胎","男","15～19歲",6
12315,109,"臺中市烏日區","1胎","男","20～24歲",22
12316,109,"臺中市烏日區","1胎","男","25～29歲",34
12317,109,"臺中市烏日區","1胎","男","30～34歲",62
12318,109,"臺中市烏日區","1胎","男","35～39歲",22
12319,109,"臺中市烏日區","1胎","男","40～44歲",4
12320,109,"臺中市烏日區","1胎","男","45～49歲",0
12321,109,"臺中市烏日區","1胎","男","50歲以上",0
12322,109,"臺中市烏日區","2胎","男","未滿15歲",0
12323,109,"臺中市烏日區","2胎","男","15～19歲",1
12324,109,"臺中市烏日區","2胎","男","20～24歲",4
12325,109,"臺中市烏日區","2胎","男","25～29歲",19
12326,109,"臺中市烏日區","2胎","男","30～34歲",43
12327,109,"臺中市烏日區","2胎","男","35～39歲",34
12328,109,"臺中市烏日區","2胎","男","40～44歲",8
12329,109,"臺中市烏日區","2胎","男","45～49歲",0
